relation_id,source_person_id,target_person_id,standard_relation_type,relation_risk_level,confidence,context,human_verdict,human_note
REL-00005,ZLH-001,ZLH-005,交往,high,medium,雪峰来访。报》两卷。夜柔石来。雪峰来。得方善竟信并《新声》四张，另有《希望》,,
REL-00036,ZLH-001,ZLH-034,文学论战,low,medium,"2左联盟员简介唁,并写下万《哭鲁迅先生》的悼诗,称誉鲁迅是“伟大的导师,伟大的战友“,“伟大的民族的魁魄“田汉(1898一1968)左翼戏剧家、诙人。笔名陈瑜,; 927年底,和朱镜我,李初梨、彭康、李铁声等同时团到上海,加入创造社,成为后期创造社的生力军,1928年月,与成仿昌等创办《文化批判》杂志,倡导无产阶级革命文; 它》(两书均由未名社出版,收入鲁迅编辑的“未名新集“)。年夏,参",,
REL-00041,ZLH-001,ZLH-041,纪念/悼念,critical,medium,"一一左联周年纪念语论文。.骆宾基作,载《文艺界通讯》1989年期。指出““左联「的文学源于.左联“的马列主义的艺术观“,对“这些年来忽视或否定中国革和传统; ,短篇小说集《总退却》的出版,鲁迅为该书作序,中篇《宪场》的内容以及茅盾对莲琴这两部作品的肯定与赞扬。我的习作生活是怎样开始的回忆录。葛琴作,载《文艺月报》19",,
REL-00045,ZLH-001,ZLH-046,待核验,high,low,",短篇小说集《总退却》的出版,鲁迅为该书作序,中篇《宪场》的内容以及茅盾对莲琴这两部作品的肯定与赞扬。我的习作生活是怎样开始的回忆录。葛琴作,载《文艺月报》19",,
REL-00046,ZLH-001,ZLH-048,交游,low,medium,"和有关决议指导下进行文学创作。鲁迅是左联的“盟主“,也是中国左翼文学运动的旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邨(阿英)、田汉等都; 批贡献卓著、德高望重的老作家如鲁迅、茅盾、瞿秋白、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁; 世界的公敌》(杰克,伦敦)。〉王任叔(1901-~-1972)无翼作家,",,
REL-00056,ZLH-001,ZLH-067,师生关系,high,medium,"(收在《思想激溃下的中国命运:鲁迅与左联》书中)归纳了有关材料,在左联秘书处工作过的人员如下:1930年周全平任书记。年月一月茅看任书记.1932; 发表,差的就提出修改意见。“(任钧:《关于左联的一些情况矣成员有沈起予、金奎光、汪金丁、鲁迅、苟盾、周扬、胡风、任钧、沙汀; 半年至年间成立,成员有任钧、叶以群、谢冰莹、孟式钩等人;全部是留学生。年九一八事变发生,除孟式",,
REL-00059,ZLH-001,ZLH-071,时空共现,low,medium,李霁野来访。澜君及幼渔之四子女。李霁野来访，未遇。孙祥偈、台静农来访，未遇。,,
REL-00063,ZLH-001,ZLH-077,同属组织,critical,low,"乡曲》(杨骚)、《自已的歌》(柳倩)和《战歌》(任铉。牟他还出版了被认为是中国新诗坛上出现得最早的沙刺诗集《冷热集》。任钧在介绘外国革命文学作品和革命; 文,载同年月日本《改造》杂志鲁迅主持的“中国作家杰作小说“专性。同年月,胡风把前述五篇反映苏区生活的小说编为一集,交巴金编入“文学丛刊“,由上海文化生活出版; 服务队,开趋东战场。左联时期,柳倩也参加音乐界的活动,1934年与聪耳合",,
REL-00070,ZLH-001,ZLH-091,师生关系,high,medium,"担任过左联执行委员职务的人员有鲁迅、沈端先(夏衍3、冯乃超、钱枪邱、田汉、郑伯奇、洪灵菲、周全平、蒋光慈、胡也频、柔石、姚蓬子、阳翰笙、茅眉、周扬、周文、朗风、; 1931年间成立,成员有任钧、叶以群、谢冰莹、孟式钩等人;全部是留学生。年九一八事变发生,除孟式钧外,其余盟员均回国参加抗日斗争。年月,工联盟; 提起办《我们来纪念高尔基》《悼鲁迅先生》等诗文。年在“国防文学“",,
REL-00071,ZLH-001,ZLH-093,待核验,critical,low,"介的“暑期文艺补习班“,职听过鲁迅先生的演讲和冯雪峰、胡也频、戴望舒等的讲课,同年月,参加在南厕路举行的、庆祝红军攻克长沙的示威游行。年冬加入中国共产; 日自费出版,秋田雨雀题写封面。鲁迅重视《六月流火》的销售,曾寄此书去北平代销,曹靖华向鲁迅报告长诚在北平颡受欢迎,鲁迅复信表示:“《六月流火》看的人既多,当再寄; 鸯蝴蝶派文学的重要论文。茅盾和鲁迅为美国伊罗生编译《草鞋脚》一书开列的《",,
REL-00076,ZLH-001,ZLH-099,纪念/悼念,high,medium,"联的历史意义和战斗传统“论文。吴奔星作,载《徐州师院学报》1980年第期,为纪念中国左翼作家联盟成二屈年而作。论述左联诞生的历史背景,又从作家队伍和创作实",,
REL-00097,ZLH-001,ZLH-128,通信,low,medium,1928年月间，鲁迅与林语堂有频繁书信往来，涉及收信、寄信,,
REL-00121,ZLH-002,ZLH-006,同属组织,critical,low,",也是中国左翼文学运动的旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邨(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周; 所用的方法是对的.。“对鲁迅、茅盾“为抗日救国的努力“表示“钦佩““希望你转致我们的敬意“。同月,帮助被国民党软禁在南京的丁玲逃往上海,旋即转赴陕北苏区。月2; ──左联词典在的这一史实错误。潘汉年传记。陈子善作,载《万十年代在上海的",,
REL-00134,ZLH-002,ZLH-019,交游,low,medium,"民党残杀李伟森、柔石、胡也频、殷夫、冯锏等左翼作家而发出的第三个文件,系由中文《为国民党屠杀同志致各国革命文学和文化团体及一切为人类进步而工作的著作家思想家书); 17日,胡也频和李伟森、柔石、殷夫、冯铿等先后被捕,名年月?日,被国民克反动派杀害于上海龙华淞沪警备司令部,她化悲痛为力量,欧心到江西苏区去参加红军,但当组织; 家联盟为李伟森、朐也频、柔石、殷夫、冯筹被害和王任叔的被捕发表《中国左翼",,
REL-00144,ZLH-002,ZLH-029,同属组织,critical,low,"卓著、德高望重的老作家如鲁迅、茅盾、瞿秋白、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 张天翼、草明、王任叔、荒煤、聂绀弩,陈白尖、李溶华、凡容、周而复、东平等参加第二次小说家座谈会,研究鲁迅,讨论鲁迅的小说《祝福劝《在酒楼上》。沙汀是左联培养的青; 现代中国短篇小说集《草鞋脚》,茅盾和鲁迅推荐她的小说《倾跌》,并在《拟选",,
REL-00147,ZLH-002,ZLH-032,交游,low,medium,"卓著、德高望重的老作家如鲁迅、茅盾、瞿秋白、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 。根据沙汀、任白戈、林淡秋、徐懋庸等的回忆,担任过左联常委的还有茅盾、周扬、彭慧、沙汀、胡风、周文; 动不多,1931年月,丙申(茅盾)向它提交了一份学术报告《“五四“运动的检讨》C见《文学导报卷期),这是仅见的一次理论研究活劫。",,
REL-00153,ZLH-002,ZLH-039,交游,low,medium,"卓著、德高望重的老作家如鲁迅、茅盾、瞿秋白、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 沙汀、杨骚叶紫、何家槐、艾芜、欧阳山、吴奚如等也参加过委员会。马克思主义理论研究委员会左联秘书处下属单位.又称理论研究委员会、理论研究会。左联成立时就有这一组织; 军、艾芜、周文、蒋牧良、以群、欧阳山、张天翼、草明、王任叔、荒煤、聂绀弩",,
REL-00160,ZLH-002,ZLH-048,合作,critical,medium,"组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾是宁的重要领导人,郭沫若则是东享左联的实际核心。左联是国际革命作家联盟所属的支部之一,萧三是常驻国际革命作家; 卓著、德高望重的老作家如鲁迅、茅盾、瞿秋白、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 朐也频、柔石、殷夫、冯筹被害和王任叔的被捕发表《中国左翼作家联盟为国民党",,
REL-00162,ZLH-002,ZLH-053,签名联署,low,medium,"抗议书,鲁迅发去唁电,郁达夫、茅盾、洪深、鲁迅、田汉、丁玲等九位作家联名发表(为横死之小林遗族募捐启》慰伶小林君家族,表示中国著作界对小林君之敬意。“5月日; 文章最后说明自己同巴金、韶风、黄源等人的关系,为他们辩诬,并严厉批评了“拉大旗作为虎皮,"".倩势(!》定人罪名,而丝重得可怕的横暴者“。此文后载月日; 民众的抗日热情。同年月日,茅盾、鲁迅等位左翼作家和文化界人士联名",,
REL-00172,ZLH-002,ZLH-071,待核验,critical,low,"许寿裳的讲演稿《鲁迅的生活》、李霁野的散文《听雁》是冯雪峰约来的。征集到茅盾的小说《“一个────────; 》、胡风的评论《新波底木刻》、茅盾对艾芜中篇小说《春天》的评论等。本辑于年月日出版。丛刊第辑名《收获》,内容有翻译小说《一面旗子》(德国威利.布",,
REL-00180,ZLH-002,ZLH-083,合作,critical,medium,"国左翼作家联盟东京分盟。不久和林焕平、欧阳凡海等创办《东流》文艺月刊,在该刊发表小说《者衣》、《改嫁》。年月,命杜宣、魏猛克、林焕平、陈辛人、林林、邢; ──────────左联词典者林焕平,东流文艺月刊社发行;2卷期起编辑、发行者为陈达人),1934年月在日本东京创刊。主要撰稿人林焕平、魏晋、林林、陈十鹄、; 、张天翼、张松如、阿英、陈沂、林焕平、茅盾、郁达夫等位盟员作家在左联",,
REL-00195,ZLH-002,ZLH-116,交游,low,medium,"北鸥的涛《悼丁玲》和篇评论:茅盾《女作家丁玲》、林领《评丁玲的一奔二》,*文艺情报“栏还刊出了《北平将开玲追悼会》、《]玲遗著二母亲习一夜会乙出版)两则报导《; 刊。.该刊得到左联领导人鲁迅、茅盾的支持,撰稿人也多为上海和北平左联盟员如王志之、孙席珍、谷万川、段雪笙、仑人为、冯毅; 、冯锂、任白戈、任钧、阳翰笙、孙席珍、李伟森、吴奚如、应修人、沙汀、沈起子、张天翼、张松如、阿英、陈沂、林焕平、茅",,
REL-00203,ZLH-002,ZLH-128,创作合作,low,medium,"一一我们的庆祝》.贺词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍),适夷联名签署.同年月,中苏两国政府恢复邦交,左联发表《中国著作家为中苏复交致; 月日,鲁迅、巴金、王统照、林语堂,周瘦鹃、茅盾、郭沫若、傅东华联名发表《文艺; 旧形式的采用》、《为白话文敬告林语堂先生等,显示了左翼作家们对民族文化和祖国前途的深切关心和对人民大众思想解放、文化翻身的急迫愿望.′北斗“中国左翼作家",,
REL-00224,ZLH-003,ZLH-006,通信,critical,medium,"《关于小说题材的通信》、JK(瞿秋白)致鲁迅的《论翻译》和瞿秋白杂文《〈铁流;在巴黎》和《满洲的“毁灭“》。此外,《怒吼啊,中国1(林瑞精)、《锦州失陷了》(杨; 的传记,它们是:鲁迅(正一),瞿秋白〔朱正),潘汉年、周文(以上陈二善),冯乃超,; 翼文乃运动贡献卓著的党的领导人瞿秋白、潘汉年、冯雪峰,强调他们的革命功绩,",,
REL-00249,ZLH-003,ZLH-031,交游,low,medium,"周文、柏山、东平、征农、荒煤、葛琴、徐盈、叶紫、罗烽、舒群、端木蕻良、王西彦、王尘无、蒲风、田间、于伶、凌鹤、徐懋庸、聂绀弩、廖沫沙等,他们都为左翼文学奉献了自; ,先后结识下著名共产党人李达、瞿秋白等。年居北京时,结识诗人胡也频,东年月《小说月报》19卷号发表小说《莎菲女士的日记》震动文坛,问年夏,和; 是左翼文学的光辉成就和里程碑,瞿秋白盛贾它“是中国第一部写实主义的成功的",,
REL-00258,ZLH-003,ZLH-045,待核验,critical,low,"翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了一批思想活跃、颇具才华的文学新人如冯铿、沙汀、艾芜、欧阳山、草明、李辉英、周文、柏山、东平、; 的传记,它们是:鲁迅(正一),瞿秋白〔朱正),潘汉年、周文(以上陈二善),冯乃超,郑伯奇(以上陈青生),夏衍、阿英、白薇、洪深(以上王文英),洪灵非、蒋光慈、柔",,
REL-00294,ZLH-003,ZLH-129,师生关系,medium,medium,",深受教诫.曾接受先生委托代抄瞿秋白烈士的遗稿,以便编辑《海上述林》之用。年月日鲁迅逝世,参加鲁迅葬礼。曾在《中华月报》5卷期发表小说《特性者",,
REL-00299,ZLH-003,ZLH-134,交游,low,medium,".内山完造、山上正义、增田涉.鹿地亘等国际友人建立了友谊,他为山上正义校阅《阿正传)日文译稿,并作注释条;他支持史沫特莱把左联抗议国民党反动派杀害大批左翼; 译)《创作方法之现实的基础》(鹿地亘作,林琪泽)《伟大优美的事业展开在我面前3(高尔基作,华蒂译)等.1934年至年茅盾、鲁迅为美国伊罗生编辑《草鞋脚",,
REL-00304,ZLH-003,ZLH-143,亲属关系,high,medium,》(福曼诺夫夫人作黄峰译)、《罗曼罗兰七十回顾》(丽尼译)、《纪德的诗》(林焕平)、《纪念海涅逝世周年》(东阜)、《--八七一年后的文学》(梅雨)、《诗人马; 说及少数诗歌、文论:长篇小说有瞿秋白译《爱森的袭击》和屈轶〔王任叔)译《和平》。德国作家汉斯.马尔赫维察的长篇小说《爱森的袭击》是一部描写德国鲁尔地区工人红军和,,
REL-00308,ZLH-003,ZLH-150,文学论战,medium,medium,"托黄源以元从现代书局赎回瞿秋白两部译稿《高尔基论文集》和马克思主义论文集《现实》。月日,致胡风信,谈及萧军参加左联问题,认为“现在不必进去………; 该刊卷期即改此名。撰稿人有萧三、史铁儿(瞿秋白)、石萌(茅眉)、洛扬; ──────────左联词典论瞿秋白与左联论文.叶楠作,载《临沂师专学报》1989年第期。批判“四人帮“否定瞿秋白领导左联,篡改历史的罪行,引用茅盾、冯雪峰、",,
REL-00309,ZLH-004,ZLH-005,待核验,critical,low,"国左翼文学运动的旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱; 、阳翰笙、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、; 0年月一-1931年月。“冯雪峰年。丁玲_1932年(起讫时闭不详)。耶林年(起讫时间不峦)。阳翰笙年一年上半年。周_扬19",,
REL-00331,ZLH-004,ZLH-029,文学论战,low,medium,"、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了一批思想活跃、颇具才华的文学新人如冯铿、沙汀、艾芜、欧阳山、草明、李辉英、; 九三四年大众语论战回顾论文。聂绀弩作,载《中华月报》1935年月卷期,概述年月以来上海文化界广泛讨论建设大众语的情况,指出这次讨论集中探索、争论; 先生特辑“,发表陈烟桥、新波、绀弩、周文、东平、方之中、奚如的鲁迅悼文8",,
REL-00333,ZLH-004,ZLH-031,待核验,critical,low,"、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了一批思想活跃、颇具才华的文学新人如冯铿、沙汀、艾芜、欧阳山、草明、李辉英、; 翼、沙汀、文芜、李辉英、耶林、葛琴等“以沈阳事变,上海战争中士兵工农和小市民的生活和斗争为题材“的作品,并肯定舒群和夏衍的成绩。论《雷雨)和《日出〉论; 张天鬟.许幸之、田汉、沈端先(夏衍)、陶晶孙、徐盈、方英、(钱枪邮)、森堡(任钧)",,
REL-00340,ZLH-004,ZLH-039,交游,low,medium,"、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了一批思想活跃、颇具才华的文学新人如冯铿、沙汀、艾芜、欧阳山、草明、李辉英、; 东联词典信息。成员有冯雪峰、沈端先(夏卫)等,小说研究委员会左联秘书处下属单位.又称小说研究会、小说组、小说散文组。主要开展创作活动,举行作“品座谈会,促进左; 翼、靳以、沈起于、沙汀、艾芜、夏衍、欧阳山、丽尼、齐同、屈轶、卢萝、蒋牧",,
REL-00343,ZLH-004,ZLH-045,签名联署,low,medium,"、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养; 词典字。年月日和夏衍、欧阳予倩、冼星海等位左翼和进步文化界人士联名发表(反对意国水兵暴行宣言。同年月日,和茅盾、夏衍、巴金郑振铎,景宋等; 争为题材“的作品,并肯定舒群和夏衍的成绩。论《雷雨)和《日出〉论文。周扬作,载《光明》1937平月日卷号,系“对黄芝内先生的批评的批评.“",,
REL-00351,ZLH-004,ZLH-058,交游,low,medium,"旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邨(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾是宁的重要领导人; 步文艺书刊,如《创造十年》(郭沫若)、《菊芬》、《最后的微笑5》s《异邦与故国》(以上蒋光慈)、《文凭》(茅盾译)、《流亡》,《归家》(以上洪灵菲)、《挣扎》(; 文学影响力最大的成就“;指出郭沫若,巴金、张天翼、靳以、沈起于、沙汀、艾",,
REL-00356,ZLH-004,ZLH-065,签名联署,low,medium,"》1980年第期)、22人(夏衍《左联杂忆》,1980年月日《人民日报》等几种不同说法.本文“根据当时左联的宣言,鲁迅和冯雪峰等同志的文章和我馆的调查“,; 冯乃超,郑伯奇(以上陈青生),夏衍、阿英、白薇、洪深(以上王文英),洪灵非、蒋光慈、柔石、李伟椒、殴夫、冯铿、冯宪章、刘一梦、彭家煌、天虑、名紫、东平(以上胡从",,
REL-00357,ZLH-004,ZLH-067,同属组织,high,low,） 忆社联（许涤新） “左联”成立前后（夏衍） 中国左翼作家联盟成立的经过（阳翰笙） 关于上海闸北区文化支部（黄耀） 长念文苑战旗红（吴黎平）——我对左翼文化运动的点滴回忆 我记忆中的左联（冯润璋）,,
REL-00360,ZLH-004,ZLH-071,同属组织,high,low,"瑾传》)等。投身左翼电影运动是夏衍左联时期另一重要工作。他是年中共“党的电影小组“组长,明星影片公司任编剧,为开辟左翼电影的新局面做出了巨大贡献。段雪笙",,
REL-00362,ZLH-004,ZLH-074,待核验,high,low,"勾结胡风,藩蔽鲁迅,打击周扬、夏衍,分裂左翼文艺界“。依据就是鲁迅那篇《答徐懋庸并关于抗日统一战线问题》、就是鲁迅提出的“民族革命战争的大众文学“口号。文艺界整",,
REL-00366,ZLH-004,ZLH-081,签名联署,low,medium,家、音乐家则有徐梵澄、蒋牧良、陈白尘、芦棚、萧红、萧军、艾青、臧克家、张庚、盲驯、姚克、旅冈、李兰等;大力声援受压迫的中国左翼作家联盟和中国左翼文学运动的外国友; 一角》(原载《中国的一日》)、陈白尘《小魏的江山》(原载《文季月刊》)、老舍《丁说屋里》(原载《十年》)等篇;郑伯奇选了夏衍《包身工》(原载《光明》)、郭; 敏、沈西苓、阿英、唐瑜、凌鹤、夏衍、许幸之、尘无、郑君平、鲁恺;在抗议宣言上,,
REL-00369,ZLH-004,ZLH-084,同属组织,critical,low,"东联词典信息。成员有冯雪峰、沈端先(夏卫)等,小说研究委员会左联秘书处下属单位.又称小说研究会、小说组、小说散文组。主要开展创作活动,举行作“品座谈会,促进左",,
REL-00370,ZLH-004,ZLH-091,合作,critical,medium,"左联执行委员职务的人员有鲁迅、沈端先(夏衍3、冯乃超、钱枪邱、田汉、郑伯奇、洪灵菲、周全平、蒋光慈、胡也频、柔石、姚蓬子、阳翰笙、茅眉、周扬、周文、朗风、丁玲、; 动,1932年夏,受党派遣,和沈端先、钱杏邨任上海明星影片公司编剧顾问。年春,在党的电影小组领导下,参加关于中国电影文化方针任务的讨论宣传,发表论文《电; 左翼作家联盟机关刊。鲁迅主编,叶以群等参加编辑。小报型文艺期刊,1931",,
REL-00377,ZLH-004,ZLH-104,交游,low,medium,"、彭康、华汉、蒋光慈、钱杏郫、沈端先、潘汉年、田汉等人为筹备委员,进行筹备。党要求大家尊重鲁迅,多听取他的意见,团体名称是否要加“左翼“二字也由他决定。鲁迅; 宣侠父、阿英、穆木天、魏金枝、夏衍、杨骚、杨潮、应修人、周毓英、冯乃超、洪灵菲、蒋光憔、卢芳、彭康、王任叔、许峨、杨邮人、叶林、朱镜我、冯润璋、胡风、林淡秦、歪; 室(冯雪峰)、王任叔、沈端先(夏衍)、王学文、叶灵凤、石锁顽(凌鹤)、黄",,
REL-00380,ZLH-004,ZLH-107,待核验,critical,low,"莱爵士,陈瑜(田汉)、黄子布(夏衍)、张凤吾(阿英)、叶灵凤、曹亮、娄放飞以及代表艺华、明星、联华、天一等电影公司的名导演、电影明星胡蝶、金焰、程步高、卜万苍、; 双方各有支持者与反对者。剧作者夏衍提出了折衷方案,建议两个主要人物扮演者可分为A.B角:赵丹、蓝苹,金山和王莹,这样可充分发挥他们的艺术才华、保护他们的积极性。; 期间,明星公司推出了《同仇》(夏衍编剧,程步高导演,王莹、陈凝秋等主演)",,
REL-00393,ZLH-004,ZLH-128,创作合作,low,medium,"曹靖华、洛扬(汞雪峰)、奕如(夏衍),适夷联名签署.同年月,中苏两国政府恢复邦交,左联发表《中国著作家为中苏复交致苏联电》,柳亚子、鲁迅、丁玲等位左翼作",,
REL-00397,ZLH-004,ZLH-132,交游,low,medium,"史沫特莱、斯诺和尼姆.威尔士口伊罗生和《草鞋脚》一书的翻译家姚白森、乔治.肯尼迪@、杨启琛@,日本的内山完造、秋田雨雀、山上正义、尾崎秀实、增田涉、鹿地亘等,凡; 联系,主要通过史沫特莪、斯诺、伊罗生等美国朋友;与日本的联系,主要是通过内山完造、山上正义、屏崎秀实、鹿地亘、山本实彦等日本友人。这些国际友人,又都是鲁迅个人的; 莱爵士,陈瑜(田汉)、黄子布(夏衍)、张凤吾(阿英)、叶灵凤、曹亮、娄放",,
REL-00406,ZLH-004,ZLH-144,创作合作,low,medium,"上签名.1936年初,和洪深、夏衍、沙汀、“凌鹤、于伶、宋之的、张庚等伊办《光朋》半月刊。同年月加入中国文艺家协会,拥枭文艺界的抗日统--战线.又在《我们对于; 933年月在《中国著作家欢迎巴比塞代表团尸事》上签名,支持远东反战会议在上海召开,欢迎巴比塞代表团来华。同年月日,他和洪深一同护送马莱爵士和瓦扬一一朱次; 左联盟员简介(冯雪峰)、突如(夏衍)、适夷等位左翼作家联名签署,贺词由",,
REL-00409,ZLH-004,ZLH-150,同属组织,high,low,） 忆社联（许涤新） “左联”成立前后（夏衍） 中国左翼作家联盟成立的经过（阳翰笙） 关于上海闸北区文化支部（黄耀） 长念文苑战旗红（吴黎平）——我对左翼文化运动的点滴回忆 我记忆中的左联（冯润璋）,,
REL-00415,ZLH-005,ZLH-011,交往,critical,medium,"国左翼文学运动的旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邨(阿英)、田汉等都是它的组织者“和积; 漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆; 供出七鲁迅会面的地点,也供出了冯雪峰、阳翰笙、钱杏邮等的住址。同年月日南京《",,
REL-00462,ZLH-005,ZLH-074,合作,critical,medium,"统一战线的初步建立。这年夏,在冯雪峰、鲁迅、曹靖华、张天翼等人周密策划、共同营救下,被软禁在南京年多的著名女作家丁玲,终于逃出敌人的魔掌,来到上海,最后前往陕",,
REL-00465,ZLH-005,ZLH-081,空间共现,low,medium,"文坛信息、探讨创作问题,茅盾和冯雪峰等商议,欧定组织部分青年作家每两周举行一次聚餐会,时间在第二个星期日,故名“月曜会“,由茅盾作东,与会的有张天翰、泉汀、艾芜",,
REL-00466,ZLH-005,ZLH-082,合作,critical,medium,"、聂绀弩、张天翼商量,随后又向冯雪峰、方之中、周文等盟员作家详谈了编辑设想,大家一致支持尹庚、白曜去编这份新刊物。张天耀为新刊取了一个很新颖的刊名:《现实文学》",,
REL-00467,ZLH-005,ZLH-083,地下通讯,low,medium,"是鲜红的“,赞美“鲁迅、秋白、冯雪峰等人像普罗米修上穿火给人类一样,像秘密工作者僧运军火给起义的奴隶一样,大力介绍了马克思主义文艺理论,绑中国的现代文艺面貌一新; 紫、田汉、田间、白曙、冯乃超、冯雪峰、冯锂、任白戈、任钧、阳翰笙、孙席珍、李伟森、吴奚如、应修人、沙汀、沈起子、张天翼、张松如、阿英、陈沂、林焕平、茅盾、郁达夫; “,“当时我们这些文学青年们对冯雪峰是非常敬仰的。“还谈及每当《申报,自",,
REL-00481,ZLH-005,ZLH-115,创作合作,low,medium,"词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍),适夷联名签署.同年月,中苏两国政府恢复邦交,左联发表《中国著作家为中苏复交致苏联电》,柳亚子、鲁",,
REL-00490,ZLH-005,ZLH-127,创作合作,low,medium,"》1卷期,鲁迅、茅盾、丁玲、曹靖华、洛扬(冯雪峰)、突如(夏衍)、适夷等联名签; 祝》.贺词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍),适夷; 动。年底,鲁迅、茌眉、冯雪峰共同编辑左联机关刊(前哨》不人,传来李伟森、柔石、胡也频、冯铿,殷夫五位左翼作家被敌人杀害的消息,为了揭露反动派的血腥罪行,",,
REL-00497,ZLH-005,ZLH-134,论战,low,medium,"吴朗西、黎券文、孟十还、曹白\鹿地亘等扶鲁迅先生灵枢上车,前往万国公墓。年月日《中流》1卷期发表他的悼文《悲痛的告别》,称誉鲁迅“是现世界上为了",,
REL-00512,ZLH-006,ZLH-010,待核验,critical,low,"鲁迅(正一),瞿秋白〔朱正),潘汉年、周文(以上陈二善),冯乃超,郑伯奇(以上陈青生),夏衍、阿英、白薇、洪深(以上王文英),洪灵非、蒋光慈",,
REL-00518,ZLH-006,ZLH-016,纪念/悼念,critical,medium,"李一河主编。主要撰稿人有鲁迅、潘汉年、华汉、冯雪峰、沈端先、冯刀超、朱镜我、白萄、巫联报刊简介洪灵菲,柔石等.1930年月日存上海; ,“五烈士二十周年纪念“杂文。潘汉年作,载年月日《解放日报》。指出李伟森、柔石、胡也频、冯铿、殷夫等但烈士; “组织系统史实考》(周国伟)《潘汉年在“左联“成立大会上讲话考略》(陈子善)等,均为纪念左联成立周年撰写的新作,内容丰富,颇具新意",,
REL-00530,ZLH-006,ZLH-030,待核验,critical,low,"鲁迅(正一),瞿秋白〔朱正),潘汉年、周文(以上陈二善),冯乃超,郑伯奇(以上陈青生),夏衍、阿英、白薇、洪深(以上王文英),洪灵非、蒋光慈、柔石、李伟椒、殴夫",,
REL-00547,ZLH-006,ZLH-061,待核验,critical,low,"李一河主编。主要撰稿人有鲁迅、潘汉年、华汉、冯雪峰、沈端先、冯刀超、朱镜我、白萄、巫联报刊简介洪灵菲,柔",,
REL-00565,ZLH-006,ZLH-116,待核验,critical,low,"《也频诗选》、《别人的幸福》,潘汉年《离婚》,郑伯奇《抗争》,洪灵菲《流亡》、《前线》、《归家》,林曼青@《明朝》,华汉《女囚》、《深人》、《暗夜》、《寒梅》、; 》,杨郫人《狂澜》与《苍闷》,孙席珍《战场上》、《辛克莱译传》,冯宪章《梦后》、《叶山嘉树集》,何畏《文学方法论者蒲列哈诺夫》,戴望舒《啪物史观的文学论》,顾凤",,
REL-00566,ZLH-006,ZLH-117,同属组织,critical,low,中国左鬓作家联盟的成员如鲁迅、潘汉年、郁达夫、田汉、郑伯奇、彭康、画室(冯雪峰)、王任叔、沈端先(夏衍)、王学文、叶灵凤、石锁顽(凌鹤)、黄河、陈正道、周全平、,,
REL-00571,ZLH-006,ZLH-128,交游,low,medium,"负责,中国方面则由左联的组织者潘汉年领导。月间,宋庆龄为奔母丧,从德国回到上海。月,世界各国约有位知名政界人物、学者、作家、艺术家给宋庆龄发来电报,请求",,
